dicots 	 Acaena_ovalifolia 	 genomic_data 	 drAcaOval1 	 hic-arima2
dicots 	 Petasites_albus 	 genomic_data 	 daPetAlbu1 	 hic-arima2
dicots 	 Petasites_albus 	 genomic_data 	 daPetAlbu1 	 pacbio
dicots 	 Petasites_fragrans 	 genomic_data 	 daPetFrag1 	 hic-arima2
dicots 	 Petasites_fragrans 	 genomic_data 	 daPetFrag1 	 pacbio
dicots 	 Petasites_hybridus 	 genomic_data 	 daPetHybr1 	 pacbio
dicots 	 Petasites_japonicus 	 genomic_data 	 daPetJapo1 	 hic-arima2
dicots 	 Petasites_japonicus 	 genomic_data 	 daPetJapo1 	 pacbio
dicots 	 Phacelia_tanacetifolia 	 genomic_data 	 daPhaTana1 	 hic-arima2
dicots 	 Phyteuma_orbiculare 	 genomic_data 	 daPhyOrbi1 	 hic-arima2
dicots 	 Phyteuma_orbiculare 	 genomic_data 	 daPhyOrbi1 	 pacbio
dicots 	 Phyteuma_spicatum 	 genomic_data 	 daPhySpic1 	 hic-arima2
dicots 	 Phyteuma_spicatum 	 genomic_data 	 daPhySpic1 	 pacbio
dicots 	 Phytolacca_acinosa 	 genomic_data 	 dcPhyAcin1 	 hic-arima2
dicots 	 Phytolacca_acinosa 	 genomic_data 	 dcPhyAcin1 	 pacbio
dicots 	 Pilosella_aurantiaca 	 genomic_data 	 daPilAura1 	 hic-arima2
dicots 	 Pilosella_aurantiaca 	 genomic_data 	 daPilAura1 	 pacbio
dicots 	 Pilosella_officinarum 	 genomic_data 	 daPilOffi1 	 hic-arima2
dicots 	 Pilosella_officinarum 	 genomic_data 	 daPilOffi1 	 pacbio
dicots 	 Pimpinella_saxifraga 	 genomic_data 	 drPimSaxi1 	 hic-arima2
dicots 	 Pimpinella_saxifraga 	 genomic_data 	 drPimSaxi1 	 pacbio
dicots 	 Pinguicula_grandiflora 	 genomic_data 	 daPinGran1 	 hic-arima2
dicots 	 Plantago_coronopus 	 genomic_data 	 daPlaCoro1 	 hic-arima2
dicots 	 Plantago_coronopus 	 genomic_data 	 daPlaCoro1 	 pacbio
dicots 	 Plantago_lanceolata 	 genomic_data 	 daPlaLanc1 	 hic-arima2
dicots 	 Plantago_lanceolata 	 genomic_data 	 daPlaLanc3 	 pacbio
dicots 	 Plantago_major 	 genomic_data 	 daPlaMajo1 	 hic-arima2
dicots 	 Plantago_major 	 genomic_data 	 daPlaMajo1 	 pacbio
dicots 	 Plantago_maritima 	 genomic_data 	 daPlaMari1 	 hic-arima2
dicots 	 Plantago_maritima 	 genomic_data 	 daPlaMari1 	 pacbio
dicots 	 Polycarpon_tetraphyllum 	 genomic_data 	 dcPolTetr1 	 hic-arima2
dicots 	 Polygala_serpyllifolia 	 genomic_data 	 drPolSerp1 	 hic-arima2
dicots 	 Polygala_serpyllifolia 	 genomic_data 	 drPolSerp1 	 pacbio
dicots 	 Polygala_vulgaris 	 genomic_data 	 drPolVulg3 	 hic-arima2
dicots 	 Polygonum_aviculare 	 genomic_data 	 dcPolAvic1 	 10x
dicots 	 Polygonum_aviculare 	 genomic_data 	 dcPolAvic1 	 hic-arima2
dicots 	 Polygonum_aviculare 	 genomic_data 	 dcPolAvic1 	 pacbio
dicots 	 Polygonum_maritimum 	 genomic_data 	 dcPolMari1 	 hic-arima2
dicots 	 Polygonum_maritimum 	 genomic_data 	 dcPolMari1 	 pacbio
dicots 	 Populus_alba 	 genomic_data 	 ddPopAlba1 	 hic-arima2
dicots 	 Populus_nigra 	 genomic_data 	 ddPopNigr1 	 hic-arima2
dicots 	 Populus_nigra 	 genomic_data 	 ddPopNigr1 	 pacbio
dicots 	 Populus_tremula 	 genomic_data 	 ddPopTrem1 	 hic-arima2
dicots 	 Populus_tremula 	 genomic_data 	 ddPopTrem1 	 pacbio
dicots 	 Potentilla_anserina 	 genomic_data 	 drPotAnse1 	 10x
dicots 	 Potentilla_anserina 	 genomic_data 	 drPotAnse1 	 hic-arima2
dicots 	 Potentilla_anserina 	 genomic_data 	 drPotAnse1 	 pacbio
dicots 	 Potentilla_crantzii 	 genomic_data 	 drPotCran1 	 hic-arima2
dicots 	 Potentilla_erecta 	 genomic_data 	 drPotErec1 	 pacbio
dicots 	 Potentilla_reptans 	 genomic_data 	 drPotRept1 	 hic-arima2
dicots 	 Potentilla_reptans 	 genomic_data 	 drPotRept1 	 pacbio
dicots 	 Potentilla_sterilis 	 genomic_data 	 drPotSter1 	 hic-arima2
dicots 	 Potentilla_sterilis 	 genomic_data 	 drPotSter1 	 pacbio
dicots 	 Potentilla_verna 	 genomic_data 	 drPotVern1 	 hic-arima2
dicots 	 Potentilla_verna 	 genomic_data 	 drPotVern1 	 pacbio
dicots 	 Poterium_sanguisorba 	 genomic_data 	 drPotSang1 	 pacbio
dicots 	 Primula_farinosa 	 genomic_data 	 ddPriFari1 	 hic-arima2
dicots 	 Primula_scotica 	 genomic_data 	 ddPriScot1 	 hic-arima2
dicots 	 Primula_scotica 	 genomic_data 	 ddPriScot1 	 pacbio
dicots 	 Primula_veris 	 genomic_data 	 ddPriVeri1 	 hic-arima2
dicots 	 Primula_veris 	 genomic_data 	 ddPriVeri1 	 pacbio
dicots 	 Primula_vulgaris 	 genomic_data 	 ddPriVulg1 	 hic-arima2
dicots 	 Primula_vulgaris 	 genomic_data 	 ddPriVulg1 	 pacbio
dicots 	 Prunella_vulgaris 	 genomic_data 	 daPruVulg3 	 pacbio
dicots 	 Prunus_avium 	 genomic_data 	 drPruAviu1 	 hic-arima2
dicots 	 Prunus_avium 	 genomic_data 	 drPruAviu1 	 pacbio
dicots 	 Prunus_domestica 	 genomic_data 	 drPruDome1 	 hic-arima2
dicots 	 Prunus_domestica 	 genomic_data 	 drPruDome1 	 pacbio
dicots 	 Prunus_laurocerasus 	 genomic_data 	 drPruLaur1 	 hic-arima2
dicots 	 Prunus_laurocerasus 	 genomic_data 	 drPruLaur1 	 pacbio
dicots 	 Prunus_lusitanica 	 genomic_data 	 drPruLusi1 	 hic-arima2
dicots 	 Prunus_lusitanica 	 genomic_data 	 drPruLusi1 	 pacbio
dicots 	 Prunus_padus 	 genomic_data 	 drPruPadu1 	 hic-arima2
dicots 	 Prunus_padus 	 genomic_data 	 drPruPadu1 	 pacbio
dicots 	 Prunus_spinosa 	 genomic_data 	 drPruSpin1 	 hic-arima2
dicots 	 Prunus_spinosa 	 genomic_data 	 drPruSpin1 	 pacbio
dicots 	 Pseudofumaria_lutea 	 genomic_data 	 dmPseLute1 	 hic-arima2
dicots 	 Pseudofumaria_lutea 	 genomic_data 	 dmPseLute1 	 pacbio
dicots 	 Pseudognaphalium_luteoalbum 	 genomic_data 	 daPseLute1 	 hic-arima2
dicots 	 Pseudognaphalium_luteoalbum 	 genomic_data 	 daPseLute1 	 pacbio
dicots 	 Pulicaria_dysenterica 	 genomic_data 	 daPulDyse1 	 10x
dicots 	 Pulicaria_dysenterica 	 genomic_data 	 daPulDyse1 	 hic-arima2
dicots 	 Pulicaria_dysenterica 	 genomic_data 	 daPulDyse1 	 pacbio
dicots 	 Pulicaria_vulgaris 	 genomic_data 	 daPulVulg1 	 hic-arima2
dicots 	 Pulicaria_vulgaris 	 genomic_data 	 daPulVulg1 	 pacbio
dicots 	 Pyrola_rotundifolia 	 genomic_data 	 ddPyrRotu1 	 hic-arima2
dicots 	 Pyrola_rotundifolia 	 genomic_data 	 ddPyrRotu1 	 pacbio
dicots 	 Pyrus_communis 	 genomic_data 	 drPyrComm1 	 hic-arima2
dicots 	 Pyrus_communis 	 genomic_data 	 drPyrComm1 	 pacbio
dicots 	 Quercus_cerris 	 genomic_data 	 dhQueCerr2 	 hic-arima2
dicots 	 Quercus_cerris 	 genomic_data 	 dhQueCerr2 	 pacbio
dicots 	 Quercus_ilex 	 genomic_data 	 dhQueIlex1 	 hic-arima2
dicots 	 Quercus_ilex 	 genomic_data 	 dhQueIlex1 	 pacbio
dicots 	 Quercus_petraea 	 genomic_data 	 dhQuePetr1 	 hic-arima2
dicots 	 Quercus_petraea 	 genomic_data 	 dhQuePetr1 	 pacbio
dicots 	 Quercus_robur 	 genomic_data 	 dhQueRobu3 	 10x
dicots 	 Quercus_robur 	 genomic_data 	 dhQueRobu3 	 hic-arima2
dicots 	 Quercus_robur 	 genomic_data 	 dhQueRobu3 	 pacbio
dicots 	 Ranunculus_acris 	 genomic_data 	 dmRanAcri1 	 10x
dicots 	 Ranunculus_acris 	 genomic_data 	 dmRanAcri1 	 hic-arima2
dicots 	 Ranunculus_acris 	 genomic_data 	 dmRanAcri1 	 pacbio
dicots 	 Ranunculus_auricomus 	 genomic_data 	 dmRanAuri1 	 hic-arima2
dicots 	 Ranunculus_auricomus 	 genomic_data 	 dmRanAuri1 	 pacbio
dicots 	 Ranunculus_bulbosus 	 genomic_data 	 dmRanBulb1 	 hic-arima2
dicots 	 Ranunculus_bulbosus 	 genomic_data 	 dmRanBulb1 	 pacbio
dicots 	 Ranunculus_flammula 	 genomic_data 	 dmRanFlam1 	 hic-arima2
dicots 	 Ranunculus_flammula 	 genomic_data 	 dmRanFlam1 	 pacbio
dicots 	 Ranunculus_lingua 	 genomic_data 	 dmRanLing1 	 hic-arima2
dicots 	 Ranunculus_lingua 	 genomic_data 	 dmRanLing1 	 pacbio
dicots 	 Ranunculus_omiophyllus 	 genomic_data 	 dmRanOmio1 	 hic-arima2
dicots 	 Ranunculus_omiophyllus 	 genomic_data 	 dmRanOmio1 	 pacbio
dicots 	 Ranunculus_repens 	 genomic_data 	 dmRanRepe1 	 hic-arima2
dicots 	 Ranunculus_repens 	 genomic_data 	 dmRanRepe1 	 pacbio
dicots 	 Ranunculus_sardous 	 genomic_data 	 dmRanSard1 	 hic-arima2
dicots 	 Ranunculus_sardous 	 genomic_data 	 dmRanSard1 	 pacbio
dicots 	 Ranunculus_sceleratus 	 genomic_data 	 dmRanScel1 	 hic-arima2
dicots 	 Ranunculus_sceleratus 	 genomic_data 	 dmRanScel1 	 pacbio
dicots 	 Raphanus_raphanistrum 	 genomic_data 	 ddRapRaph1 	 hic-arima2
dicots 	 Raphanus_raphanistrum 	 genomic_data 	 ddRapRaph1 	 pacbio
dicots 	 Reseda_lutea 	 genomic_data 	 ddResLute1 	 hic-arima2
dicots 	 Reseda_lutea 	 genomic_data 	 ddResLute1 	 pacbio
dicots 	 Reseda_luteola 	 genomic_data 	 ddResLuto1 	 hic-arima2
dicots 	 Reseda_luteola 	 genomic_data 	 ddResLuto1 	 pacbio
dicots 	 Reynoutria_japonica 	 genomic_data 	 dcReyJapo1 	 10x
dicots 	 Reynoutria_japonica 	 genomic_data 	 dcReyJapo1 	 hic-arima2
dicots 	 Reynoutria_japonica 	 genomic_data 	 dcReyJapo1 	 pacbio
dicots 	 Rhamnus_cathartica 	 genomic_data 	 drRhaCath1 	 hic-arima2
dicots 	 Rhamnus_cathartica 	 genomic_data 	 drRhaCath1 	 pacbio
dicots 	 Rhinanthus_minor 	 genomic_data 	 daRhiMino1 	 hic-arima2
dicots 	 Rhinanthus_minor 	 genomic_data 	 daRhiMino1 	 pacbio
dicots 	 Rhodiola_rosea 	 genomic_data 	 drRhoRose1 	 hic-arima2
dicots 	 Rhodiola_rosea 	 genomic_data 	 drRhoRose1 	 pacbio
dicots 	 Rhododendron_ponticum 	 genomic_data 	 ddRhoPont1 	 hic-arima2
dicots 	 Rhododendron_ponticum 	 genomic_data 	 ddRhoPont1 	 pacbio
dicots 	 Ribes_rubrum 	 genomic_data 	 drRibRubr1 	 hic-arima2
dicots 	 Ribes_uva_crispa 	 genomic_data 	 drRibUvac1 	 hic-arima2
dicots 	 Ribes_uva_crispa 	 genomic_data 	 drRibUvac1 	 pacbio
dicots 	 Robinia_pseudoacacia 	 genomic_data 	 drRobPseu1 	 hic-arima2
dicots 	 Robinia_pseudoacacia 	 genomic_data 	 drRobPseu1 	 pacbio
dicots 	 Rorippa_islandica 	 genomic_data 	 ddRorIsla1 	 pacbio
dicots 	 Rorippa_islandica 	 genomic_data 	 ddRorIsla2 	 hic-arima2
dicots 	 Rorippa_sylvestris 	 genomic_data 	 ddRorSylv2 	 hic-arima2
dicots 	 Rosa_agrestis 	 genomic_data 	 drRosAgre1 	 hic-arima2
dicots 	 Rosa_agrestis 	 genomic_data 	 drRosAgre1 	 pacbio
dicots 	 Rosa_canina 	 genomic_data 	 drRosCani1 	 hic-arima2
dicots 	 Rosa_canina 	 genomic_data 	 drRosCani1 	 pacbio
dicots 	 Rosa_rubiginosa 	 genomic_data 	 drRosRubi1 	 hic-arima2
dicots 	 Rosa_rubiginosa 	 genomic_data 	 drRosRubi1 	 pacbio
dicots 	 Rosa_rugosa 	 genomic_data 	 drRosRugo1 	 hic-arima2
dicots 	 Rosa_rugosa 	 genomic_data 	 drRosRugo1 	 pacbio
dicots 	 Rosa_spinosissima 	 genomic_data 	 drRosSpin1 	 hic-arima2
dicots 	 Rosa_spinosissima 	 genomic_data 	 drRosSpin1 	 pacbio
dicots 	 Rubia_peregrina 	 genomic_data 	 daRubPere1 	 hic-arima2
dicots 	 Rubus_caesius 	 genomic_data 	 drRubCaes1 	 hic-arima2
dicots 	 Rubus_caesius 	 genomic_data 	 drRubCaes1 	 pacbio
dicots 	 Rubus_chamaemorus 	 genomic_data 	 drRubCham2 	 hic-arima2
dicots 	 Rubus_chamaemorus 	 genomic_data 	 drRubCham2 	 pacbio
dicots 	 Rubus_idaeus 	 genomic_data 	 drRubIdae1 	 hic-arima2
dicots 	 Rubus_idaeus 	 genomic_data 	 drRubIdae1 	 pacbio
dicots 	 Rumex_acetosa 	 genomic_data 	 dcRumAcet1 	 hic-arima2
dicots 	 Rumex_acetosa 	 genomic_data 	 dcRumAcet1 	 pacbio
dicots 	 Rumex_acetosella 	 genomic_data 	 dcRumAceo1 	 hic-arima2
dicots 	 Rumex_acetosella 	 genomic_data 	 dcRumAceo1 	 pacbio
dicots 	 Rumex_hydrolapathum 	 genomic_data 	 dcRumHydr1 	 10x
dicots 	 Rumex_hydrolapathum 	 genomic_data 	 dcRumHydr1 	 hic-arima2
dicots 	 Rumex_hydrolapathum 	 genomic_data 	 dcRumHydr1 	 pacbio
dicots 	 Rumex_obtusifolius 	 genomic_data 	 dcRumObtu1 	 hic-arima2
dicots 	 Rumex_obtusifolius 	 genomic_data 	 dcRumObtu1 	 pacbio
dicots 	 Rumex_sanguineus 	 genomic_data 	 dcRumSang1 	 10x
dicots 	 Rumex_sanguineus 	 genomic_data 	 dcRumSang1 	 pacbio
dicots 	 Rumex_sanguineus 	 genomic_data 	 dcRumSang2 	 hic-arima2
dicots 	 Sabulina_verna 	 genomic_data 	 dcSabVern1 	 hic-arima2
dicots 	 Sabulina_verna 	 genomic_data 	 dcSabVern1 	 pacbio
dicots 	 Sagina_nodosa 	 genomic_data 	 dcSagNodo1 	 pacbio
dicots 	 Sagina_nodosa 	 genomic_data 	 dcSagNodo3 	 hic-arima2
dicots 	 Sagina_procumbens 	 genomic_data 	 dcSagProc1 	 hic-arima2
dicots 	 Sagina_procumbens 	 genomic_data 	 dcSagProc1 	 pacbio
dicots 	 Salicornia_ramosissima 	 genomic_data 	 dcSalRamo1 	 hic-arima2
dicots 	 Salicornia_ramosissima 	 genomic_data 	 dcSalRamo1 	 pacbio
dicots 	 Salix_alba 	 genomic_data 	 ddSalAlba3 	 hic-arima2
dicots 	 Salix_alba 	 genomic_data 	 ddSalAlba3 	 pacbio
dicots 	 Salix_arbuscula 	 genomic_data 	 ddSalArbu1 	 hic-arima2
dicots 	 Salix_arbuscula 	 genomic_data 	 ddSalArbu1 	 pacbio
dicots 	 Salix_aurita 	 genomic_data 	 ddSalAuri1 	 hic-arima2
dicots 	 Salix_aurita 	 genomic_data 	 ddSalAuri1 	 pacbio
dicots 	 Salix_caprea 	 genomic_data 	 ddSalCapr1 	 hic-arima2
dicots 	 Salix_caprea 	 genomic_data 	 ddSalCapr1 	 pacbio
dicots 	 Salix_cinerea 	 genomic_data 	 ddSalCine1 	 hic-arima2
dicots 	 Salix_cinerea 	 genomic_data 	 ddSalCine1 	 pacbio
dicots 	 Salix_euxina 	 genomic_data 	 ddSalEuxi1 	 hic-arima2
dicots 	 Salix_euxina 	 genomic_data 	 ddSalEuxi1 	 pacbio
dicots 	 Salix_herbacea 	 genomic_data 	 ddSalHerb1 	 hic-arima2
dicots 	 Salix_herbacea 	 genomic_data 	 ddSalHerb6 	 pacbio
dicots 	 Salix_lanata 	 genomic_data 	 ddSalLana1 	 hic-arima2
dicots 	 Salix_lapponum 	 genomic_data 	 ddSalLapp1 	 hic-arima2
dicots 	 Salix_lapponum 	 genomic_data 	 ddSalLapp1 	 pacbio
dicots 	 Salix_myrsinifolia 	 genomic_data 	 ddSalMyrs1 	 hic-arima2
dicots 	 Salix_myrsinifolia 	 genomic_data 	 ddSalMyrs1 	 pacbio
dicots 	 Salix_phylicifolia 	 genomic_data 	 ddSalPhyl1 	 hic-arima2
dicots 	 Salix_phylicifolia 	 genomic_data 	 ddSalPhyl1 	 pacbio
dicots 	 Salix_purpurea 	 genomic_data 	 ddSalPurp1 	 hic-arima2
dicots 	 Salix_purpurea 	 genomic_data 	 ddSalPurp1 	 pacbio
dicots 	 Salix_repens 	 genomic_data 	 ddSalRepe1 	 hic-arima2
dicots 	 Salix_repens 	 genomic_data 	 ddSalRepe1 	 pacbio
dicots 	 Salix_reticulata 	 genomic_data 	 ddSalReti1 	 hic-arima2
dicots 	 Salix_triandra 	 genomic_data 	 ddSalTria1 	 hic-arima2
dicots 	 Salix_viminalis 	 genomic_data 	 ddSalVimi1 	 hic-arima2
dicots 	 Salix_viminalis 	 genomic_data 	 ddSalVimi1 	 pacbio
dicots 	 Salvia_pratensis 	 genomic_data 	 daSalPrat1 	 hic-arima2
dicots 	 Salvia_pratensis 	 genomic_data 	 daSalPrat1 	 pacbio
dicots 	 Salvia_verbenaca 	 genomic_data 	 daSalVerb1 	 hic-arima2
dicots 	 Salvia_verbenaca 	 genomic_data 	 daSalVerb1 	 pacbio
dicots 	 Sambucus_ebulus 	 genomic_data 	 daSamEbul1 	 hic-arima2
dicots 	 Sambucus_nigra 	 genomic_data 	 daSamNigr1 	 10x
dicots 	 Sambucus_nigra 	 genomic_data 	 daSamNigr1 	 hic-arima2
dicots 	 Sambucus_nigra 	 genomic_data 	 daSamNigr1 	 pacbio
dicots 	 Samolus_valerandi 	 genomic_data 	 ddSamVale1 	 hic-arima2
dicots 	 Samolus_valerandi 	 genomic_data 	 ddSamVale1 	 pacbio
dicots 	 Sanguisorba_minor 	 genomic_data 	 drPotSang2 	 hic-arima2
dicots 	 Sanguisorba_minor 	 genomic_data 	 drPotSang2 	 pacbio
dicots 	 Sanicula_europaea 	 genomic_data 	 drSanEuro1 	 hic-arima2
dicots 	 Sanicula_europaea 	 genomic_data 	 drSanEuro1 	 pacbio
dicots 	 Saponaria_officinalis 	 genomic_data 	 dcSapOffi1 	 hic-arima2
dicots 	 Saponaria_officinalis 	 genomic_data 	 dcSapOffi1 	 pacbio
dicots 	 Sarracenia_purpurea 	 genomic_data 	 ddSarPurp1 	 hic-arima2
dicots 	 Sarracenia_purpurea 	 genomic_data 	 ddSarPurp1 	 pacbio
dicots 	 Saxifraga_aizoides 	 genomic_data 	 drSaxAizo1 	 hic-arima2
dicots 	 Saxifraga_hypnoides 	 genomic_data 	 drSaxHypn1 	 hic-arima2
dicots 	 Saxifraga_oppositifolia 	 genomic_data 	 drSaxOppo4 	 hic-arima2
dicots 	 Saxifraga_oppositifolia 	 genomic_data 	 drSaxOppo4 	 pacbio
dicots 	 Saxifraga_rosacea 	 genomic_data 	 drSaxRosa1 	 hic-arima2
dicots 	 Saxifraga_tridactylites 	 genomic_data 	 drSaxTrid1 	 pacbio
dicots 	 Saxifraga_tridactylites 	 genomic_data 	 drSaxTrid2 	 hic-arima2
dicots 	 Scabiosa_columbaria 	 genomic_data 	 daScaColu1 	 hic-arima2
dicots 	 Scabiosa_columbaria 	 genomic_data 	 daScaColu1 	 pacbio
dicots 	 Scleranthus_perennis 	 genomic_data 	 dcSclPere1 	 hic-arima2
dicots 	 Scleranthus_perennis 	 genomic_data 	 dcSclPere1 	 pacbio
dicots 	 Scorzonera_humilis 	 genomic_data 	 daScoHumi1 	 hic-arima2
dicots 	 Scorzonera_humilis 	 genomic_data 	 daScoHumi1 	 pacbio
dicots 	 Scorzoneroides_autumnalis 	 genomic_data 	 daScoAutu1 	 hic-arima2
dicots 	 Scorzoneroides_autumnalis 	 genomic_data 	 daScoAutu1 	 pacbio
dicots 	 Scrophularia_auriculata 	 genomic_data 	 daScrAuri1 	 hic-arima2
dicots 	 Scrophularia_auriculata 	 genomic_data 	 daScrAuri1 	 pacbio
dicots 	 Scrophularia_umbrosa 	 genomic_data 	 daScrUmbr1 	 pacbio
dicots 	 Scrophularia_vernalis 	 genomic_data 	 daScrVern1 	 hic-arima2
dicots 	 Scrophularia_vernalis 	 genomic_data 	 daScrVern1 	 pacbio
dicots 	 Scutellaria_galericulata 	 genomic_data 	 daScuGale1 	 hic-arima2
dicots 	 Scutellaria_galericulata 	 genomic_data 	 daScuGale1 	 pacbio
dicots 	 Scutellaria_minor 	 genomic_data 	 daScuMino1 	 hic-arima2
dicots 	 Scutellaria_minor 	 genomic_data 	 daScuMino1 	 pacbio
dicots 	 Sedum_acre 	 genomic_data 	 drSedAcre1 	 hic-arima2
dicots 	 Sedum_album 	 genomic_data 	 drSedAlbu1 	 hic-arima2
dicots 	 Senecio_cambrensis 	 genomic_data 	 daSenCamb1 	 hic-arima2
dicots 	 Senecio_eboracensis 	 genomic_data 	 daSenEbor1 	 hic-arima2
dicots 	 Senecio_squalidus 	 genomic_data 	 daSenSqul1 	 hic-arima2
dicots 	 Senecio_squalidus 	 genomic_data 	 dSenSqu2 	 10x
dicots 	 Senecio_squalidus 	 genomic_data 	 dSenSqu2 	 hic-dovetail
dicots 	 Senecio_squalidus 	 genomic_data 	 dSenSqu2 	 pacbio
dicots 	 Senecio_sylvaticus 	 genomic_data 	 daSenSylv1 	 hic-arima2
dicots 	 Senecio_sylvaticus 	 genomic_data 	 daSenSylv1 	 pacbio
dicots 	 Senecio_viscosus 	 genomic_data 	 daSenVisc1 	 hic-arima2
dicots 	 Senecio_viscosus 	 genomic_data 	 daSenVisc1 	 pacbio
dicots 	 Senecio_vulgaris 	 genomic_data 	 daSenVulg1 	 hic-arima2
dicots 	 Senecio_vulgaris 	 genomic_data 	 daSenVulg1 	 pacbio
dicots 	 Sherardia_arvensis 	 genomic_data 	 daSheArve1 	 hic-arima2
dicots 	 Sherardia_arvensis 	 genomic_data 	 daSheArve1 	 pacbio
dicots 	 Sibthorpia_europaea 	 genomic_data 	 daSibEuro1 	 hic-arima2
dicots 	 Silaum_silaus 	 genomic_data 	 drSilSila1 	 hic-arima2
dicots 	 Silaum_silaus 	 genomic_data 	 drSilSila1 	 pacbio
dicots 	 Silene_acaulis 	 genomic_data 	 dcSilAcau1 	 hic-arima2
dicots 	 Silene_acaulis 	 genomic_data 	 dcSilAcau1 	 pacbio
dicots 	 Silene_dioica 	 genomic_data 	 dcSilDioi1 	 hic-arima2
dicots 	 Silene_dioica 	 genomic_data 	 dcSilDioi1 	 pacbio
dicots 	 Silene_flos_cuculi 	 genomic_data 	 dcSilFlos1 	 hic-arima2
dicots 	 Silene_flos_cuculi 	 genomic_data 	 dcSilFlos1 	 pacbio
dicots 	 Silene_latifolia 	 genomic_data 	 dcSilLati1 	 hic-arima2
dicots 	 Silene_latifolia 	 genomic_data 	 dcSilLati1 	 pacbio
dicots 	 Silene_uniflora 	 genomic_data 	 dcSilUnif1 	 hic-arima2
dicots 	 Silene_uniflora 	 genomic_data 	 dcSilUnif1 	 pacbio
dicots 	 Silene_vulgaris 	 genomic_data 	 dcSilVulg1 	 hic-arima2
dicots 	 Silene_vulgaris 	 genomic_data 	 dcSilVulg1 	 pacbio
dicots 	 Sinapis_arvensis 	 genomic_data 	 ddSinArve1 	 hic-arima2
dicots 	 Sinapis_arvensis 	 genomic_data 	 ddSinArve1 	 pacbio
dicots 	 Sisymbrium_altissimum 	 genomic_data 	 ddSisAlti1 	 hic-arima2
dicots 	 Sisymbrium_altissimum 	 genomic_data 	 ddSisAlti1 	 pacbio
dicots 	 Sisymbrium_officinale 	 genomic_data 	 ddSisOffi1 	 hic-arima2
dicots 	 Sisymbrium_officinale 	 genomic_data 	 ddSisOffi1 	 pacbio
dicots 	 Sium_latifolium 	 genomic_data 	 drSiuLati1 	 hic-arima2
dicots 	 Sium_latifolium 	 genomic_data 	 drSiuLati1 	 pacbio
dicots 	 Smyrnium_perfoliatum 	 genomic_data 	 drSmyPerf1 	 hic-arima2
dicots 	 Smyrnium_perfoliatum 	 genomic_data 	 drSmyPerf1 	 pacbio
dicots 	 Solanum_crispum 	 genomic_data 	 daSolCris1 	 hic-arima2
dicots 	 Solanum_dulcamara 	 genomic_data 	 daSolDulc1 	 10x
dicots 	 Solanum_dulcamara 	 genomic_data 	 daSolDulc1 	 hic-arima2
dicots 	 Solanum_dulcamara 	 genomic_data 	 daSolDulc1 	 pacbio
dicots 	 Solanum_nigrum 	 genomic_data 	 daSolNigr1 	 hic-arima2
dicots 	 Solanum_nigrum 	 genomic_data 	 daSolNigr1 	 pacbio
dicots 	 Soleirolia_soleirolii 	 genomic_data 	 drSolSole1 	 hic-arima2
dicots 	 Soleirolia_soleirolii 	 genomic_data 	 drSolSole1 	 pacbio
dicots 	 Solidago_canadensis 	 genomic_data 	 daSolCann1 	 hic-arima2
dicots 	 Solidago_canadensis 	 genomic_data 	 daSolCann1 	 pacbio
dicots 	 Solidago_virgaurea 	 genomic_data 	 daSolVirg1 	 hic-arima2
dicots 	 Solidago_virgaurea 	 genomic_data 	 daSolVirg1 	 pacbio
dicots 	 Sonchus_arvensis 	 genomic_data 	 daSonArve1 	 hic-arima2
dicots 	 Sonchus_arvensis 	 genomic_data 	 daSonArve1 	 pacbio
dicots 	 Sonchus_asper 	 genomic_data 	 daSonAspe1 	 hic-arima2
dicots 	 Sonchus_asper 	 genomic_data 	 daSonAspe1 	 pacbio
dicots 	 Sonchus_oleraceus 	 genomic_data 	 daSonOler1 	 hic-arima2
dicots 	 Sonchus_oleraceus 	 genomic_data 	 daSonOler1 	 pacbio
dicots 	 Sorbus_anglica 	 genomic_data 	 drSorAngl1 	 hic-arima2
dicots 	 Sorbus_anglica 	 genomic_data 	 drSorAngl1 	 pacbio
dicots 	 Sorbus_aria 	 genomic_data 	 drSorAria1 	 hic-arima2
dicots 	 Sorbus_aria 	 genomic_data 	 drSorAria1 	 pacbio
dicots 	 Sorbus_aucuparia 	 genomic_data 	 drSorAucu1 	 10x
dicots 	 Sorbus_aucuparia 	 genomic_data 	 drSorAucu1 	 hic-arima2
dicots 	 Sorbus_bristoliensis 	 genomic_data 	 drSorBris1 	 hic-arima2
dicots 	 Sorbus_bristoliensis 	 genomic_data 	 drSorBris1 	 pacbio
dicots 	 Sorbus_devoniensis 	 genomic_data 	 drSorDevo1 	 hic-arima2
dicots 	 Sorbus_devoniensis 	 genomic_data 	 drSorDevo1 	 pacbio
dicots 	 Sorbus_rupicola 	 genomic_data 	 drSorRupi1 	 hic-arima2
dicots 	 Sorbus_rupicola 	 genomic_data 	 drSorRupi1 	 pacbio
dicots 	 Spergula_arvensis 	 genomic_data 	 dcSpeArve1 	 hic-arima2
dicots 	 Spergularia_bocconei 	 genomic_data 	 dcSpeBocc1 	 hic-arima2
dicots 	 Spergularia_bocconei 	 genomic_data 	 dcSpeBocc1 	 pacbio
dicots 	 Spergularia_marina 	 genomic_data 	 dcSpeMari1 	 hic-arima2
dicots 	 Spergularia_marina 	 genomic_data 	 dcSpeMari1 	 pacbio
