species	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent
Sesleria_caerulea	lpSesCaer1	2	31	92.3328	96.5805	3.4195	7.66717	NA	1616680236	1104267574	1137158400	489032477	503598405	54.5031	84.3059	0.551258	0.551258
Sisyrinchium_bermudianum	lsSisBeru1	6	31	NA	NA	NA	NA	NA	404736664	198355330	201026977	203691861	206435385	83.6018	95.0349	0.162908	0.162908
Sparganium_emersum	lpSpaEmer1	2	31	99.6595	99.6856	0.314427	0.340494	NA	502812059	194428393	194916423	307754197	308526684	81.9403	98.0606	0.0823088	0.0823088
Sparganium_erectum	lpSpaErec1	2	31	99.7351	99.7519	0.248116	0.264872	NA	475970645	200978442	201276492	274639796	275047084	87.0477	96.4829	0.17466	0.17466
Spirodela_polyrhiza	laSpiPoly1	2	31	99.5131	99.5519	0.448112	0.486896	NA	159952787	44387750	44566680	115243941	115708497	84.7857	87.2476	1.46654	1.46654
Stratiotes_aloides	laStrAloi1	2	31	99.794	99.8352	0.164808	0.206037	NA	4764237954	2690008537	2701123401	2064427226	2072957246	71.2882	99.023	0.27102	0.27102
Stuckenia_pectinata	laStuPect1	2	31	97.7638	97.8235	2.17647	2.23623	NA	726385266	367599298	369756336	356667220	358760110	78.3246	97.4283	0.939436	0.939436
Tofieldia_pusilla	laTofPusi1	2	31	99.5778	99.6185	0.381464	0.422246	NA	581017318	272078900	273227033	307717665	309016189	75.0853	95.4991	0.164045	0.164045
Trichophorum_cespitosum	lpTriCesp1	2	31	99.6534	99.6942	0.305767	0.346638	NA	362790990	156125516	156506738	206223628	206727178	76.5952	96.7299	0.112454	0.112454
Triglochin_maritima	laTriMari1	2	31	99.2105	99.2354	0.764589	0.789533	NA	1063372169	598001605	599064857	464426899	465252654	81.6266	91.4282	0.138065	0.138065
Triglochin_palustris	laTriPals1	2	31	99.2241	99.2807	0.719269	0.775905	NA	476608879	195745412	196174663	280342032	280956794	83.8446	98.5847	0.201653	0.201653
Trisetum_flavescens	lpTriFlav1	4	31	NA	NA	NA	NA	NA	1103848920	679501676	707453967	402540096	419099169	71.0151	92.5944	0.153402	0.153402
Tulipa_sylvestris	llTulSylv1	2	31	91.2814	98.0223	1.97773	8.71859	NA	16585340803 bp 	10459168777 bp 11311487693 bp 		5501320544	5949623814	60.3496	89.5861	0.732731	0.732731
Typha_latifolia	lpTypLati1	2	31	86.8536	96.8247	3.17532	13.1464	NA	47743270	31159474	33179474	15130467	16111342	25.5011	44.7484	2.2686	2.2686
Xerophyllum_tenax	llXerTena1	2	31	98.8304	98.8998	1.10015	1.16962	NA	2385725087	1596534787	1608876068	780040153	786069896	69.6589	98.2174	0.104256	0.104256
Zostera_marina	laZosMari16	2	31	99.7763	99.8043	0.195658	0.223671	NA	270076683	145691739	146024511	124077209	124360611	75.8497	91.3262	0.421262	0.421262
Zostera_marina	laZosMari2	2	31	99.807	99.8375	0.162475	0.192981	NA	303076589	179301854	179723320	123419365	123709474	74.1939	90.0586	0.123134	0.123134
Zostera_noltei	laZosNolt13	2	31	99.796	99.8388	0.161206	0.203982	NA	693282967	385551932	386441786	306932829	307641230	75.6331	95.4792	0.187895	0.187895
Adiantum_capillus_veneris	voAdiCapi1	2	31	90.5758	97.6016	2.3984	9.42424	NA	1589827617	1208340910	1245981847	357472472	368608070	49.6519	77.9466	0.734209	0.734209
Asplenium_adiantum_nigrum	voAspAdia1	2	31	93.3131	96.6559	3.34406	6.6869	NA	2128876528	1770906654	1832190333	322366208	333521955	42.9679	78.5756	0.645317	0.645317
Asplenium_ceterach	voAspCete1	2	31	95.4407	96.6833	3.31669	4.55928	NA	1125228121	954846830	997515030	146315760	152854013	42.9673	84.5034	1.19731	1.19731
Asplenium_marinum	voAspMari1	2	31	95.9277	97.0527	2.94733	4.07228	NA	1130560432	973605696	1037935010	121919702	129975336	39.0079	83.1889	1.09983	1.09983
Asplenium_scolopendrium	voAspScol1	2	31	98.601	98.6611	1.33891	1.39903	NA	5873501514	4090068098	4130447043	1754723958	1772047362	66.3641	96.0087	0.128973	0.128973
Asplenium_septentrionale	voAspSept1	2	31	96.5443	97.4641	2.53592	3.45566	NA	158015951	138659516	148531485	14105264	15109499	39.9207	85.5355	1.83463	1.83463
Asplenium_trichomanes	voAspTric1	4	31	NA	NA	NA	NA	NA	1413983233	1209418844	1219036216	198986703	200569058	69.5714	90.39	0.320446	0.320446
Asplenium_viride	voAspViri1	2	31	96.3813	97.2374	2.76257	3.61872	NA	233982904	205001354	217382902	22318030	23665981	43.2642	85.2701	1.77534	1.77534
Azolla_filiculoides	voAzoFili1	2	31	99.5552	99.7403	0.259695	0.444795	NA	639775652	345527447	348245324	291751645	294046527	66.5997	98.2443	0.75459	0.75459
Cryptogramma_crispa	voCryCris1	2	31	96.441	98.0354	1.9646	3.559	NA	7030309	5774538	6238717	994234	1074154	43.8098	79.5841	2.77913	2.77913
Cystopteris_fragilis	voCysFrag1	2	31	96.4521	97.4133	2.5867	3.54789	NA	183252396	159307673	170674398	17842520	19115597	40.7681	86.5153	2.1986	2.1986
Cystopteris_montana	voCysMont1	2	31	96.4569	97.2978	2.70222	3.54307	NA	385220670	333622190	354369849	40321523	42829082	43.8904	86.2695	1.64731	1.64731
Diphasiastrum_alpinum	vlDipAlpi1	2	31	99.3576	99.436	0.564001	0.642406	NA	2975474375	2034888256	2045395512	932943570	937760875	67.8242	95.7263	0.21217	0.21217
Dryopteris_borreri	voDryBorr1	2	31	96.526	97.4214	2.57857	3.47402	NA	373177214	317215653	338680716	44135862	47122407	41.7954	86.1744	2.27244	2.27244
Dryopteris_dilatata	voDryDila1	2	31	96.4281	97.3183	2.68168	3.57185	NA	407524609	346231715	369014684	48712609	51918028	42.7637	85.9041	2.18031	2.18031
Dryopteris_filix_mas	voDryFili1	2	31	96.6381	97.5814	2.41862	3.36191	NA	110519900	93398966	100349147	13293630	14282860	40.0881	85.5524	2.64199	2.64199
Equisetum_arvense	veEquArve1	2	31	96.1779	97.0542	2.94583	3.82213	NA	368051879	300183225	316548477	58354690	61536045	48.0927	86.1536	3.79051	3.79051
Equisetum_fluviatile	veEquFluv1	2	31	96.511	97.2899	2.71009	3.48902	NA	74728894	61195958	64963696	11365888	12065668	47.2067	87.1304	4.6188	4.6188
Equisetum_hyemale	veEquHyem1	2	31	96.5776	97.4016	2.59843	3.42235	NA	267078864	223532313	238017615	35419594	37714848	44.8425	87.1387	3.56233	3.56233
Equisetum_hyemale	veEquHyem4	2	31	96.5082	97.3567	2.64325	3.49184	NA	114371463	94757184	100963109	16099229	17153614	44.3291	86.5963	3.95133	3.95133
Equisetum_palustre	veEquPalu1	2	31	99.4902	99.5271	0.472919	0.509845	NA	11454328070 bp 	4616019673	4634558130	6815399464	6842770879	77.6828	94.3733	0.179217	0.179217
Equisetum_pratense	veEquPrat1	2	31	99.3124	99.3679	0.632061	0.687588	NA	10484520293 bp 	4480130778	4501850948	5979097078	6008084402	78.2878	99.1373	0.0841486	0.0841486
Equisetum_sylvaticum	veEquSylv2	2	31	72.2759	100	0	27.7241	NA	4825011884	2186953013	2212040875	2610697435	2640646325	69.0288	88.2288	0.536688	0.536688
Equisetum_telmateia	veEquTelm1	2	31	99.6764	99.7125	0.287536	0.323592	NA	10694928816 bp 	4147521537	4160659604	6530521652	6551208327	79.737	97.4857	0.109672	0.109672
Equisetum_variegatum	veEquVari1	2	31	93.7998	96.6033	3.39674	6.20022	NA	5318394670	4212737757	4381850174	1003028281	1043292961	41.7402	69.9063	1.65597	1.65597
Ginkgo_biloba	vgGinBilo1	2	31	96.3195	97.1473	2.85271	3.68053	NA	104466986	81568063	86348527	20007150	21179710	48.8708	86.2349	4.87753	4.87753
Gymnocarpium_robertianum	voGymRobe2	2	31	89.1058	98.1214	1.87858	10.8942	NA	2368612502	1608156542	1622212711	750194168	756751276	62.2835	86.9398	0.20966	0.20966
Huperzia_selago	vlHupSela1	3	31	NA	NA	NA	NA	NA	2508908749	1996747981	2206001706	393167546	434370429	63.4944	92.8162	0.541344	0.541344
Lycopodium_clavatum	vlLycClav1	2	31	94.4077	96.5994	3.40065	5.59225	NA	412946372	333199059	347093041	71482282	74463004	40.5704	75.4204	1.71301	1.71301
Onoclea_sensibilis	voOnoSens1	2	31	96.6137	97.4737	2.52629	3.38632	NA	200979172	169622554	181177971	24947456	26646984	42.6425	86.487	2.52632	2.52632
Ophioglossum_vulgatum	vsOphVulg1	2	31	96.3	97.1416	2.85842	3.70003	NA	1126127901	957126420	1012107793	138413801	146364873	47.7072	86.527	1.92772	1.92772
Osmunda_regalis	voOsmRega1	2	31	95.5708	96.7409	3.25911	4.42915	NA	1257871301	995321308	1043482289	233522037	244821554	45.4179	83.1468	2.25534	2.25534
Phegopteris_connectilis	voPheConn1	2	31	96.7131	97.7108	2.28917	3.2869	NA	35427895	29728804	31963397	4460692	4795984	40.6712	85.1874	2.92975	2.92975
Phegopteris_connectilis	voPheConn4	3	31	NA	NA	NA	NA	NA	3708932672	2362095905	2465380532	1269145773	1324640237	64.1326	94.0756	0.133956	0.133956
Pilularia_globulifera	voPilGlob4	2	31	92.2865	97.1516	2.84839	7.71354	NA	198247382	157088620	164227525	36849895	38524542	36.8616	66.0749	1.33213	1.33213
Polypodium_vulgare	voPolVulg1	2	31	93.035	96.3703	3.62973	6.96505	NA	3441118492	2453394285	2550145235	922447242	958824455	51.4147	77.7082	1.21889	1.21889
Polystichum_lonchitis	voPolLonc1	2	31	89.8814	97.9434	2.05658	10.1186	NA	1778396173	1277593218	1310217301	478662145	490885060	52.1446	82.8389	0.5029	0.5029
Polystichum_setiferum	voPolSeti1	2	31	93.8986	96.3267	3.67334	6.10141	NA	1931069256	1507504218	1554554330	394342186	406649842	48.948	84.7972	0.956435	0.956435
Pseudotsuga_menziesii	vpPseMenz1	2	31	96.7033	97.406	2.59397	3.29673	NA	851648510	698733514	736178430	131255908	138289872	43.31	78.8184	2.6637	2.6637
Pteridium_aquilinum	voPteAqui1	2	31	95.7872	98.3027	1.69726	4.21276	NA	5515930	4242489	4896178	905225	1044703	39.7743	90.6587	4.10385	4.10385
Selaginella_selaginoides	vlSelSela1	2	31	99.631	99.6838	0.31625	0.36899	NA	254647152	163508176	164488466	90380174	90922036	69.4951	92.6386	0.358037	0.358037
Selaginella_selaginoides	vlSelSela2	2	31	86.0862	100	0	13.9138	NA	146571779	102993402	103522055	43204130	43425891	67.6342	81.397	0.236859	0.236859
Struthiopteris_spicant	voStrSpic1	2	31	96.577	97.5634	2.43664	3.42297	NA	163661542	144025836	155039622	13822568	14879593	39.391	86.6085	1.66329	1.66329
Thelypteris_palustris	voThePalu2	2	31	96.3392	97.1962	2.80376	3.66084	NA	194364852	162598486	172340675	26272772	27846922	45.4473	85.6787	2.83178	2.83178
Vandenboschia_speciosa	voVanSpec1	2	31	96.5883	97.4705	2.52953	3.41171	NA	205119163	172015761	183938741	26455450	28289165	43.2054	86.7264	3.03749	3.03749
Woodsia_ilvensis	voWooIlve4	2	31	88.6187	99.1262	0.87377	11.3813	NA	309111755	228222282	235033454	76410508	78690939	43.6703	72.3759	1.83968	1.83968
Alleniella_complanata	cbAllComp1	2	31	96.5449	97.6545	2.34546	3.45509	NA	2393529	1584374	1711132	720501	778144	57.6234	72.0011	7.2322	7.2322
Amphidium_lapponicum	cbAmpLapp4	2	31	69.6311	100	0	30.3689	NA	135758013	38418060	38624086	96977877	97497946	81.0383	87.0776	1.89188	1.89188
Amphidium_mougeotii	cbAmpMoug5	2	31	99.8571	99.8792	0.120761	0.142858	NA	263215197	50628450	50731115	212320411	212750958	87.2273	94.0632	0.439658	0.439658
Anastrepta_orcadensis	cjAnaOrca4	2	31	99.5936	99.8186	0.181369	0.406403	NA	615359941	246076949	247408753	367626747	369616397	76.3348	98.2747	0.431382	0.431382
Anastrophyllum_donnianum	cjAnaDonn2	2	31	99.5712	99.7856	0.214361	0.42878	NA	672909530	350604179	353368479	319673362	322193792	68.8779	97.853	0.482009	0.482009
Andreaea_frigida	caAndFrig2	2	31	99.0848	99.1308	0.869179	0.915192	NA	363579071	115211653	115565325	247811075	248571796	87.608	97.518	1.30272	1.30272
Andreaea_hookeri	caAndHook4	1	31	NA	NA	NA	NA	NA	229111252	66121890	66633233	162110263	163363916	81.6873	96.002	2.01903	2.01903
Andreaea_mutabilis	caAndMuta2	2	31	99.3322	99.4651	0.534891	0.66776	NA	374144512	134798005	135921055	237800820	239782023	77.221	97.9318	1.04847	1.04847
Andreaea_nivalis	caAndNiva3	1	31	NA	NA	NA	NA	NA	172956438	83571084	86330638	86621083	89481349	51.4145	74.5892	3.83891	3.83891
Andreaea_rothii	caAndRoth3	2	31	99.5117	99.5437	0.456276	0.488314	NA	250205651	71317111	71438948	178675180	178980426	85.411	95.9436	1.28153	1.28153
Andreaea_rupestris	caAndRupe3	1	31	NA	NA	NA	NA	NA	233219191	56606576	56848145	176117097	176868679	85.0141	97.4927	1.73372	1.73372
Anoectangium_aestivum	cbAnoAest3	2	31	99.7816	99.8066	0.193352	0.218433	NA	241798493	57677081	57811835	183839608	184269121	82.7183	94.7348	0.510504	0.510504
Anomodon_viticulosus	cbAnoViti19	1	31	NA	NA	NA	NA	NA	354537634	90114081	90233080	264189770	264538645	86.2322	95.7041	0.692853	0.692853
Anomodon_viticulosus	cbAnoViti1	1	31	NA	NA	NA	NA	NA	580438592	381938801	384935292	196240608	197780208	79.3338	94.2971	0.241069	0.241069
Anthelia_julacea	cjAntJula1	2	31	92.9379	96.3639	3.63607	7.06209	NA	146596251	82790772	84377341	62427235	63623566	60.5093	74.0272	1.95092	1.95092
Antitrichia_curtipendula	cbAntCurt1	2	31	17.0902	100	0	82.9098	NA	180913182	55792702	55990265	124801302	125243225	82.4294	87.5924	0.707127	0.707127
Archidium_alternifolium	cbArcAlte2	2	31	69.3118	100	0	30.6882	NA	80341058	43638929	45260029	35263322	36573285	63.1892	73.6621	5.52996	5.52996
Atractylocarpus_subporodictyon	cbAtrSubp2	2	31	99.8082	99.8277	0.172282	0.191815	NA	232785486	41775675	41848504	190807253	191139893	86.9863	94.6783	0.941389	0.941389
Aulacomnium_androgynum	cbAulAndr5	2	31	99.5435	99.5571	0.442902	0.456456	NA	246781281	51400944	51463446	195230480	195467874	89.2944	97.166	0.748773	0.748773
Bazzania_pearsonii	cjBazPear3	2	31	99.7314	99.7619	0.238052	0.268576	NA	729439002	277716472	278419485	450801608	451942771	79.8028	96.5942	0.697759	0.697759
Bazzania_tricrenata	cjBazTric3	2	31	92.1435	96.1306	3.86937	7.85647	NA	426644783	227091846	228179019	198536549	199487017	75.1524	88.0204	0.849564	0.849564
Bazzania_trilobata	cjBazTril2	2	31	90.0694	98.483	1.51703	9.9306	NA	569939666	329910182	333798708	236709781	239499790	52.8462	65.6809	1.36377	1.36377
Blindiadelphus_recurvatus	cbBliRecu4	2	31	0	100	0	100	NA	128316985	36999408	37545786	90383922	91718641	81.7754	94.8285	1.48397	1.48397
Brachydontium_trichodes	cbBraTric1	2	31	99.8755	99.8954	0.104566	0.124518	NA	262386139	93375662	93500850	168834822	169061178	88.1794	98.5568	0.98966	0.98966
Brachythecium_rutabulum	cbBraRuta5	2	31	94.9611	95.3579	4.64207	5.03894	NA	379603112	148088110	150925703	227946494	232314295	75.846	91.6338	0.784882	0.784882
Braunia_imberbis	cbBraImbe1	2	31	99.5609	99.584	0.416018	0.439149	NA	245823762	28859033	28902349	216780519	217105900	90.2044	94.896	1.13831	1.13831
Bryoerythrophyllum_caledonicum	cbBryCale10	1	31	NA	NA	NA	NA	NA	370940100	141248195	141764478	229016454	229853542	78.5958	93.0987	0.617338	0.617338
Bryoerythrophyllum_ferruginascens	cbBryFerr6	1	31	NA	NA	NA	NA	NA	300833899	95980955	96369326	204246761	205073210	81.1751	90.0905	0.587555	0.587555
Bryum_moravicum	cbBryMora1	2	31	0	100	0	100	NA	196996267	83259166	83564016	113377770	113792897	81.961	83.5092	0.816929	0.816929
Calliergon_cordifolium	cbCalCord2	1	31	NA	NA	NA	NA	NA	653570594	197559583	198009888	455267851	456305561	85.8941	91.2059	0.490112	0.490112
Calliergonella_cuspidata	cbCalCusp2	2	31	95.4177	97.1075	2.89248	4.58227	NA	7176539	5447135	5843258	1486150	1594225	43.8459	81.5065	6.30009	6.30009
Calliergon_giganteum	cbCalGiga1	2	31	95.7121	97.1877	2.81231	4.28791	NA	7109699	5779885	6228042	1074014	1157291	46.1109	86.8765	6.1043	6.1043
Calypogeia_arguta	cjCalArgu2	2	31	98.7995	98.9407	1.05935	1.20055	NA	45375568	29297315	29877081	15637996	15947457	51.4636	59.396	5.26538	5.26538
Calypogeia_muelleriana	cjCalMuel2	2	31	94.2682	95.2316	4.76843	5.73178	NA	789688849	329250715	348464181	438667374	464265863	76.7975	94.2591	0.535783	0.535783
Camptothecium_lutescens	cbCamLute2	1	31	NA	NA	NA	NA	NA	116502728	72818945	76030612	41223143	43041283	39.6843	70.7169	3.69473	3.69473
Campylium_stellatum	cbCamStel2	2	31	99.8488	99.8731	0.126866	0.151231	NA	328370645	80970698	81189996	246956475	247625323	90.1451	93.6901	0.325508	0.325508
Campylopus_flexuosus	cbCamFlex1	1	31	NA	NA	NA	NA	NA	270744537	85985707	86538219	183894532	185076170	73.4558	93.4444	2.26678	2.26678
Campylopus_introflexus	cbCamIntr1	2	31	99.6192	99.6468	0.353202	0.380796	NA	216329319	58085218	58220466	157992832	158360709	82.9641	94.7388	0.524744	0.524744
Cephalozia_bicuspidata	cjCepBicu4	1	31	NA	NA	NA	NA	NA	148606109	18857075	18956772	129358260	130042178	88.1142	95.2063	4.60478	4.60478
Ceratodon_purpureus	cbCerPurp3	2	31	68.5253	100	0	31.4747	NA	149440994	50827835	50949306	98435014	98670259	78.8141	89.953	1.05863	1.05863
Climacium_dendroides	cbCliDend1	2	31	96.7205	97.5877	2.41233	3.27949	NA	7316670	6069469	6382842	1067591	1122711	41.1789	78.8041	5.19597	5.19597
Climacium_dendroides	cbCliDend2	2	31	99.9219	99.9453	0.0547164	0.0780724	NA	432950915	152524953	152765718	280084788	280526910	82.6828	98.6986	0.763381	0.763381
Climacium_dendroides	cbCliDend3	2	31	89.7203	98.2134	1.78664	10.2797	NA	80553765	51838847	54106141	27027133	28209228	41.7618	61.3756	3.66273	3.66273
Colura_calyptrifolia	cjColCaly15	2	31	95.3486	95.5238	4.47622	4.65141	NA	23378691	5784130	5933012	17301231	17746560	77.9825	93.9096	8.02648	8.02648
Conocephalum_conicum	cmConConi3	2	31	99.9253	99.9448	0.0551565	0.0746704	NA	651662007	157239542	157521376	493839496	494724646	88.9405	96.9224	1.00743	1.00743
Cratoneuron_filicinum	cbCraFili2	1	31	NA	NA	NA	NA	NA	264190816	39178648	39224025	224859351	225119786	91.0636	97.3145	0.739929	0.739929
Ctenidium_molluscum	cbCteMoll3	2	31	94.0809	96.6767	3.32331	5.91913	NA	23853680	16732976	17513940	6588874	6896391	42.359	75.9233	4.67403	4.67403
Cynodontium_bruntonii	cbCynBrun3	2	31	99.837	99.8562	0.14377	0.16297	NA	263849121	58582945	58672670	205064431	205378505	89.5867	95.3255	0.539155	0.539155
Dichodontium_palustre	cbDicPalu2	1	31	NA	NA	NA	NA	NA	220793270	35762831	35870624	184698693	185255391	87.2522	91.2114	0.610543	0.610543
Dicranodontium_denudatum	cbDicDenu2	2	31	99.7351	99.7593	0.240695	0.26486	NA	245693845	56284543	56390566	189178330	189534685	84.14	95.2836	0.906213	0.906213
Dicranoweisia_cirrata	cbDicCirr2	2	31	99.7492	99.7651	0.234888	0.250764	NA	212682995	24079337	24105735	188487202	188693844	93.7596	96.3398	1.34049	1.34049
Dicranum_bonjeanii	cbDicBonj1	1	31	NA	NA	NA	NA	NA	568610060	232216651	233614637	334692084	336706991	76.0795	91.245	0.579927	0.579927
Dicranum_flexicaule	cbDicFlex1	2	31	99.6117	99.6476	0.352377	0.388267	NA	496008805	246232431	247170699	248834941	249783126	75.5178	95.129	0.529115	0.529115
Dicranum_fuscescens	cbDicFusc2	2	31	88.9113	97.5205	2.47949	11.0887	NA	293001288	148010886	149963533	143082845	144970478	69.9131	88.1658	2.32187	2.32187
Dicranum_majus	cbDicMaju3	1	31	NA	NA	NA	NA	NA	626308324	329745346	334210588	292379062	296338309	62.3861	92.6464	1.81094	1.81094
Dicranum_scoparium	cbDicScop10	1	31	NA	NA	NA	NA	NA	562748203	245475096	247046931	315482865	317502977	73.2616	93.5197	1.45464	1.45464
Dicranum_scottianum	cbDicScot3	2	31	93.3436	96.9375	3.06253	6.6564	NA	286855769	180570313	183023587	104362928	105780830	56.5107	68.0462	0.896951	0.896951
Dicranum_tauricum	cbDicTaur3	2	31	80.0154	100	0	19.9846	NA	218509826	84254346	84937877	133376260	134458302	73.0968	89.1068	1.36619	1.36619
Didymodon_insulanus	cbDidInsu2	2	31	99.7267	99.7517	0.248288	0.27332	NA	257805310	75084685	75237428	182458934	182830107	82.039	94.9481	0.73834	0.73834
Didymodon_rigidulus	cbDidRigi4	2	31	99.6519	99.6705	0.32954	0.348069	NA	222612153	54403575	54500292	168011052	168309739	86.6438	94.9348	0.84178	0.84178
Dilutineuron_fasciculare	cbDilFasc15	2	31	99.5969	99.6239	0.376066	0.40314	NA	190653175	55514073	55645185	134914492	135233130	80.1591	93.2557	1.40893	1.40893
Distichium_capillaceum	cbDisCapi3	2	31	99.66	99.7015	0.298516	0.339992	NA	275792734	64138079	64429946	211029986	211990301	81.7073	88.8786	0.661462	0.661462
Douinia_ovata	cjDouOvat2	2	31	99.8406	99.9525	0.0474558	0.159405	NA	1406742133	873586537	882013890	526435116	531513554	56.1057	96.8602	0.493982	0.493982
Encalypta_ciliata	cbEncCili3	2	31	99.7861	99.8607	0.139319	0.21394	NA	396996416	138148252	138781704	257942143	259124888	84.0053	99.3187	0.597074	0.597074
Entodon_concinnus	cbEntConc1	2	31	72.4271	100	0	27.5729	NA	111247793	47839397	49245780	61819863	63637244	58.4546	70.0727	2.88543	2.88543
Eurhynchium_striatum	cbEurStri9	1	31	NA	NA	NA	NA	NA	209008332	92686578	95835785	112887699	116723280	51.1824	68.6767	2.22428	2.22428
Exsertotheca_crispa	cbExsCris5	2	31	99.7957	99.8214	0.178613	0.204276	NA	448730510	147881183	148236377	300311718	301033034	83.0949	97.2127	1.16838	1.16838
Fissidens_adianthoides	cbFisAdia4	2	31	98.7279	98.791	1.209	1.27207	NA	486710360	216774208	219138702	267310364	270226088	77.89	91.8797	1.2624	1.2624
Fissidens_bryoides	cbFisBryo1	2	31	99.8971	99.905	0.095012	0.10293	NA	205411119	47697769	47728362	157647518	157748631	93.5558	98.0778	1.31026	1.31026
Fissidens_dubius	cbFisDubi2	2	31	99.8138	99.8449	0.155051	0.186186	NA	294183082	94473639	94719029	199328371	199846116	83.594	98.1864	0.674328	0.674328
Fissidens_pusillus	cbFisPusi2	2	31	99.8675	99.8889	0.111067	0.132532	NA	215105873	56522350	56633806	158371859	158684150	88.6901	97.857	0.273651	0.273651
Fissidens_taxifolius	cbFisTaxi1	2	31	88.8785	97.4187	2.58127	11.1215	NA	145071589	53656292	54005257	90946594	91538083	78.1798	90.736	2.09466	2.09466
Flexitrichum_flexicaule	cbFleFlex1	2	31	99.7526	99.7723	0.227682	0.247442	NA	264952321	61387388	61481598	203361936	203674031	87.6379	94.9435	0.512138	0.512138
Flexitrichum_gracile	cbFleGrac2	2	31	99.57	99.5918	0.408201	0.429995	NA	236591321	38064584	38131422	198319386	198667615	89.1257	94.8478	1.50923	1.50923
Fontinalis_squamosa	cbFonSqua5	2	31	97.8926	98.02	1.97996	2.1074	NA	66796375	39428697	40467587	26510274	27208783	72.4576	88.0038	4.36012	4.36012
Funaria_hygrometrica	cbFunHygr2	2	31	99.736	99.787	0.213042	0.263957	NA	384993110	132062613	132749943	251933821	253245029	85.8537	99.0058	0.806539	0.806539
Grimmia_atrata	cbGriAtra4	2	31	99.5866	99.6161	0.383875	0.413364	NA	360763685	151439177	151906485	208769602	209413819	81.1716	90.9436	0.314893	0.314893
Grimmia_decipiens	cbGriDeci1	2	31	99.2499	99.3392	0.660757	0.750054	NA	608386712	251181088	252271283	355891046	357435712	80.0244	93.0705	0.896841	0.896841
Grimmia_donniana	cbGriDonn2	2	31	99.2845	99.3232	0.676821	0.715521	NA	327073902	100273312	100468177	226483400	226923532	86.0822	96.4946	0.66509	0.66509
Grimmia_elongata	cbGriElon5	1	31	NA	NA	NA	NA	NA	319882262	122204928	122656072	197089051	197816645	78.5111	93.3312	0.951918	0.951918
Grimmia_funalis	cbGriFuna3	1	31	NA	NA	NA	NA	NA	249945012	64938352	65127186	184644307	185181233	83.1134	93.9732	1.54442	1.54442
Grimmia_montana	cbGriMont1	1	31	NA	NA	NA	NA	NA	322314683	110361224	111039904	210968459	212265836	72.8605	89.5256	1.01001	1.01001
Grimmia_pulvinata	cbGriPulv3	1	31	NA	NA	NA	NA	NA	508598194	115252173	115621312	392534133	393791370	85.3663	94.8727	1.16651	1.16651
Grimmia_trichophylla	cbGriTric1	1	31	NA	NA	NA	NA	NA	265516386	71691333	71863028	193507867	193971304	84.812	94.7252	1.26657	1.26657
Gymnomitrion_concinnatum	cjGymConc2	2	31	99.2645	99.3762	0.623783	0.735471	NA	146003561	8425464	8573822	136314899	138715181	77.3123	81.0166	1.85578	1.85578
Gymnomitrion_obtusum	cjGymObtu2	1	31	NA	NA	NA	NA	NA	67483865	14679244	14872097	52367075	53055064	78.3289	96.7216	3.62281	3.62281
Gymnostomum_aeruginosum	cbGymAeru3	2	31	72.1409	100	0	27.8591	NA	132945287	50910982	52783721	79675890	82606735	65.2501	85.7699	2.92141	2.92141
Harpanthus_flotovianus	cjHarFlot3	2	31	99.781	99.8369	0.163118	0.21901	NA	719718766	379330840	380706209	339087869	340317327	70.2642	95.8748	0.785834	0.785834
Hedwigia_stellata	cbHedStel2	2	31	65.8901	100	0	34.1099	NA	132540052	32995859	33302439	98934116	99853359	83.5469	92.0118	2.5228	2.5228
Herbertus_borealis	cjHerBore17	2	31	96.7994	97.5279	2.4721	3.20058	NA	16939540	13223841	14133968	3170307	3388502	42.8378	88.1404	4.26413	4.26413
Herbertus_hutchinsiae	cjHerHutc2	1	31	NA	NA	NA	NA	NA	1095866857	496051203	501273541	594107207	600361861	65.8241	94.6823	1.16886	1.16886
Herbertus_hutchinsiae	cjHerHutc3	1	31	NA	NA	NA	NA	NA	1038981830	475377126	477080584	561749816	563762780	72.9781	92.993	0.610931	0.610931
Herbertus_stramineus	cjHerStra2	1	31	NA	NA	NA	NA	NA	938024422	487046713	495810348	442687741	450653207	62.4937	94.8848	1.08304	1.08304
Heterocladium_heteropterum	cbHetHete15	1	31	NA	NA	NA	NA	NA	286285501	63071455	63188059	222949898	223362078	89.2974	92.1716	0.642699	0.642699
Homalia_trichomanoides	cbHomTric2	2	31	58.1018	100	0	41.8982	NA	121224472	35296291	35971161	84791010	86412226	74.1578	87.4058	2.47563	2.47563
Homalothecium_sericeum	cbHomSeri1	1	31	NA	NA	NA	NA	NA	212328038	1125845	Inf	181360	Inf	9.28451	0.753751	0.995465	0.995465
Hookeria_lucens	cbHooLuce1	1	31	NA	NA	NA	NA	NA	481082925	306125880	317918199	166034807	172430658	50.2935	90.6639	2.1968	2.1968
