species	assembly	level	assembly_length	assembly_ungapped_length	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent
Pterigynandrum filiforme	cbPteFili1.1	Chromosome	305647405	305480005	cbPteFili1	1	31					288795428	289346425	62397916	62516966	226397512	226829458	87.5373	95.2009	0.69478	0.69478
Ptilidium ciliare	cjPtiCili3.1	Chromosome	1043658477	1043593395	cjPtiCili3	2	31	90.6004	96.9653	3.03466	9.39958	393871565	402279263	225373067	230183947	168498498	172095317	59.3444	76.6208	1.70837	1.70837
Ptychomitrium polyphyllum	cbPtyPoly4.1	Chromosome	160170127	160124527	cbPtyPoly4	2	31	99.2053	99.2402	0.759817	0.794695	212322420	212935213	37196949	37304305	175125470	175630908	87.4495	95.1088	2.10206	2.10206
Ptychostomum capillare	cbRosCapi1.1	Chromosome	394506959	394369107																	
Ptychostomum cyclophyllum	cbPtyCycl2.1	Chromosome	386175262	386090462	cbPtyCycl2	2	31	99.6413	99.672	0.327965	0.358685	392976157	393931449	159287895	159675111	233688262	234256339	81.2119	95.0917	1.49045	1.49045
Ptychostomum moravicum	cbBryMora1.1	Chromosome	455995986	455862486																	
Pulicaria dysenterica	daPulDyse1.1 alternate haplotype	Scaffold	539630374	539630174	daPulDyse1	2	31	99.1086	99.2103	0.789706	0.891421	953541299	962005220	497840858	502259844	455700441	459745376	71.2133	96.7759	0.281755	0.281755
Pulicaria dysenterica	daPulDyse1.1	Chromosome	833267864	833254464	daPulDyse1	2	31	99.1086	99.2103	0.789706	0.891421	953541299	962005220	497840858	502259844	455700441	459745376	71.2133	96.7759	0.281755	0.281755
Pulicaria dysenterica	daPulDyse1.2 alternate haplotype	Scaffold	609739674	609739474	daPulDyse1	2	31	99.1086	99.2103	0.789706	0.891421	953541299	962005220	497840858	502259844	455700441	459745376	71.2133	96.7759	0.281755	0.281755
Pulicaria dysenterica	daPulDyse1.2	Chromosome	833230194	833216794	daPulDyse1	2	31	99.1086	99.2103	0.789706	0.891421	953541299	962005220	497840858	502259844	455700441	459745376	71.2133	96.7759	0.281755	0.281755
Pulvigera lyellii	cbOrtLyel3.1	Chromosome	310820779	310736779																	
Pyrus communis	drPyrComm1.1 alternate haplotype	Contig	440511776	440511776	drPyrComm1	2	31	98.3991	98.4146	1.5854	1.60095	519242754	520121192	186063485	186378261	333179269	333742931	87.4247	98.4207	0.14648	0.14648
Pyrus communis	drPyrComm1.1	Chromosome	487337232	487308232	drPyrComm1	2	31	98.3991	98.4146	1.5854	1.60095	519242754	520121192	186063485	186378261	333179269	333742931	87.4247	98.4207	0.14648	0.14648
Quercus cerris	dhQueCerr2.1 alternate haplotype	Scaffold	732304081	732302200	dhQueCerr2	2	31	98.4388	98.5269	1.47307	1.56115	1610552356	1628145567	729589187	737559009	880963169	890586557	80.7869	97.7487	0.131041	0.131041
Quercus cerris	dhQueCerr2.1	Chromosome	777389709	777316684	dhQueCerr2	2	31	98.4388	98.5269	1.47307	1.56115	1610552356	1628145567	729589187	737559009	880963169	890586557	80.7869	97.7487	0.131041	0.131041
Quercus ilex	dhQueIlex1.hap1.1	Chromosome	847446887	847341687	dhQueIlex1	2	31	98.3373	98.3634	1.63661	1.66268	862418140	864504016	355560292	356420264	506857847	508083753	82.8275	96.6423	0.137852	0.137852
Quercus ilex	dhQueIlex1.hap2.1	Chromosome	855785827	855681427	dhQueIlex1	2	31	98.3373	98.3634	1.63661	1.66268	862418140	864504016	355560292	356420264	506857847	508083753	82.8275	96.6423	0.137852	0.137852
Quercus petraea	dhQuePetr1.hap1.1	Chromosome	823572903	823449103	dhQuePetr1	2	31	98.4041	98.4292	1.57077	1.59594	852957448	855192859	371395103	372368447	481562345	482824412	81.7966	97.0725	0.135825	0.135825
Quercus petraea	dhQuePetr1.hap2.1	Scaffold	815088531	814991331	dhQuePetr1	2	31	98.4041	98.4292	1.57077	1.59594	852957448	855192859	371395103	372368447	481562345	482824412	81.7966	97.0725	0.135825	0.135825
Quercus robur	dhQueRobu3.1 alternate haplotype	Scaffold	762395942	762392982	dhQueRobu3	2	31	99.6363	100	0	0.363695	15295891280	15749138168	13141850445	13531268931	2154040835	2217869237	22.6034	95.0428	0.101435	0.101435
Quercus robur	dhQueRobu3.1 alternate haplotype	Scaffold	762395942	762392982	dhQueRobu92	2	31	98.3498	98.3844	1.61556	1.65017	844120173	846088495	369878546	370741030	474241627	475347465	85.0756	91.5288	0.11903	0.11903
Quercus robur	dhQueRobu3.1	Chromosome	789187406	789164779	dhQueRobu3	2	31	99.6363	100	0	0.363695	15295891280	15749138168	13141850445	13531268931	2154040835	2217869237	22.6034	95.0428	0.101435	0.101435
Quercus robur	dhQueRobu3.1	Chromosome	789187406	789164779	dhQueRobu92	2	31	98.3498	98.3844	1.61556	1.65017	844120173	846088495	369878546	370741030	474241627	475347465	85.0756	91.5288	0.11903	0.11903
Radula complanata	cjRadComp1.1 alternate haplotype	Scaffold	31965157	31964420	cjRadComp1	2	31	92.6948	96.0421	3.95788	7.30524	391911996	394303341	197640112	198846060	194271884	195457281	74.5281	90.115	0.636118	0.636118
Radula complanata	cjRadComp1.1	Chromosome	664614971	664511051	cjRadComp1	2	31	92.6948	96.0421	3.95788	7.30524	391911996	394303341	197640112	198846060	194271884	195457281	74.5281	90.115	0.636118	0.636118
Ranunculus sardous	dmRanSard1.hap1.1	Chromosome	2812432190	2812225390	dmRanSard1	2	31	98.4518	98.5064	1.49361	1.54825	2937106161	2954403107	2179491901	2192327172	757614260	762075935	69.5689	96.2848	0.119019	0.119019
Ranunculus sardous	dmRanSard1.hap2.1	Scaffold	2891875291	2891676491	dmRanSard1	2	31	98.4518	98.5064	1.49361	1.54825	2937106161	2954403107	2179491901	2192327172	757614260	762075935	69.5689	96.2848	0.119019	0.119019
Ranunculus sceleratus	dmRanScel1.hap1.1	Chromosome	2985354428	2985248828	dmRanScel1	4	31					772867404	774472011	600292993	601539306	172574411	172932706	80.5951	93.361	0.110498	0.110498
Ranunculus sceleratus	dmRanScel1.hap2.1	Scaffold	3036673786	3036577986	dmRanScel1	4	31					772867404	774472011	600292993	601539306	172574411	172932706	80.5951	93.361	0.110498	0.110498
Rhabdoweisia crispata	cbRhaCris3.1	Chromosome	264189154	264021694	cbRhaCris3	2	31	99.508	99.5539	0.446136	0.491968	274472152	275017580	75434608	75584510	199037545	199433069	86.5901	96.4333	1.25138	1.25138
Rhinanthus minor	daRhiMino1.hap1.1	Chromosome	1178428141	1178392141	daRhiMino1	2	31	99.867	99.9404	0.0596073	0.132983	1227929407	1234135714	898828179	903371115	329101228	330764600	62.6014	96.9285	0.0665717	0.0665717
Rhinanthus minor	daRhiMino1.hap2.1	Scaffold	1111095030	1111062230	daRhiMino1	2	31	99.867	99.9404	0.0596073	0.132983	1227929407	1234135714	898828179	903371115	329101228	330764600	62.6014	96.9285	0.0665717	0.0665717
Rhododendron ponticum	ddRhoPont1.hap1.1	Chromosome	643725378	643648378	ddRhoPont1	2	31	98.6477	98.6797	1.32034	1.35229	684234156	686651043	338509576	339705277	345724580	346945766	78.1828	95.6022	0.153656	0.153656
Rhododendron ponticum	ddRhoPont1.hap2.1	Scaffold	647120586	647050786	ddRhoPont1	2	31	98.6477	98.6797	1.32034	1.35229	684234156	686651043	338509576	339705277	345724580	346945766	78.1828	95.6022	0.153656	0.153656
Rhynchostegiella tenella	cbRhyTene4.1	Chromosome	317076584	316982184	cbRhyTene4	1	31					314686190	315089437	58265871	58340534	256420319	256748902	88.729	97.9848	0.799459	0.799459
Rhynchostegiella tenella	cbRhyTene4.2	Chromosome	317076584	316982184	cbRhyTene4	1	31					314686190	315089437	58265871	58340534	256420319	256748902	88.729	97.9848	0.799459	0.799459
Rhynchostegium confertum	cbRhyConf1.1	Chromosome	331583800	331433600	cbRhyConf1	1	31					303805392	305246222	54371552	54629415	249433840	250616807	86.8361	97.8717	1.14752	1.14752
Rhynchostegium megapolitanum	cbRhyMega1.1	Chromosome	315331462	315217862	cbRhyMega1	1	31					313316589	313774456	35080053	35131318	278236536	278643139	92.2708	96.4839	0.561755	0.561755
Rhynchostegium megapolitanum	cbRhyMega1.2	Chromosome	315331462	315217862	cbRhyMega1	1	31					313316589	313774456	35080053	35131318	278236536	278643139	92.2708	96.4839	0.561755	0.561755
Rhytidiadelphus loreus	cbRhyLore1.1	Chromosome	407207276	407194676	cbRhyLore1	2	31	99.9392	99.9756	0.0244017	0.0608249	414866785	415537054	145374895	145609766	269491890	269927288	82.2366	97.7852	0.405995	0.405995
Ribes nigrum	drRibNigr1.hap1.1	Chromosome	894277449	894182449	drRibNigr1	2	31	99.1076	99.1466	0.853431	0.892434	900568709	904521330	519143299	521421833	381425410	383099496	73.207	96.1735	0.0873847	0.0873847
Ribes nigrum	drRibNigr1.hap2.1	Scaffold	883572687	883482687	drRibNigr1	2	31	99.1076	99.1466	0.853431	0.892434	900568709	904521330	519143299	521421833	381425410	383099496	73.207	96.1735	0.0873847	0.0873847
Ribes rubrum	drRibRubr1.hap1.1	Chromosome	834250574	834206574	drRibRubr1	2	31	99.3788	99.4179	0.58205	0.621199	943653267	947665757	592743030	595263421	350910237	352402335	71.369	94.3724	0.0997846	0.0997846
Ribes rubrum	drRibRubr1.hap2.1	Scaffold	821875245	821839045	drRibRubr1	2	31	99.3788	99.4179	0.58205	0.621199	943653267	947665757	592743030	595263421	350910237	352402335	71.369	94.3724	0.0997846	0.0997846
Ribes uva crispa	drRibUvac1.hap1.1	Chromosome	812652959	811694559	drRibUvac1	2	31	98.6854	98.7414	1.25856	1.31456	800333861	808667462	484066381	489106797	316267480	319560665	71.4245	97.422	0.0681344	0.0681344
Ribes uva crispa	drRibUvac1.hap2.1	Scaffold	799908516	798938316	drRibUvac1	2	31	98.6854	98.7414	1.25856	1.31456	800333861	808667462	484066381	489106797	316267480	319560665	71.4245	97.422	0.0681344	0.0681344
Riccia beyrichiana	cmRicBeyr9.1	Chromosome	468924148	468855432	cmRicBeyr9	2	31	84.8209	100	0	15.1791	256072961	259411153	139074745	140887737	116998216	118523416	67.8006	84.0687	1.47396	1.47396
Riccia sorocarpa	cmRicSoro2.1	Chromosome	422576536	422354180	cmRicSoro2	2	31	53.6097	100	0	46.3903	211566948	214838499	101794024	103368109	109772924	111470390	68.3833	86.4785	1.8435	1.8435
Rosa agrestis	drRosAgre1.hap1.1	Chromosome	1939702862	1939583862	drRosAgre1	2	31	98.2449	98.3689	1.63114	1.75508	1187822496	1200287775	873330255	882495181	314492241	317792594	64.6643	87.0214	0.12875	0.12875
Rosa agrestis	drRosAgre1.hap2.1	Chromosome	449997611	449975011	drRosAgre1	2	31	98.2449	98.3689	1.63114	1.75508	1187822496	1200287775	873330255	882495181	314492241	317792594	64.6643	87.0214	0.12875	0.12875
Rosa canina	drRosCani1.hap1.1	Chromosome	1925721015	1925601615	drRosCani1	5	31					489416808	491609639	250582879	251705616	238833929	239904024	84.3193	92.7001	0.111208	0.111208
Rosa canina	drRosCani1.hap2.1	Chromosome	516886968	516862968	drRosCani1	5	31					489416808	491609639	250582879	251705616	238833929	239904024	84.3193	92.7001	0.111208	0.111208
Rosa rugosa	drRosRugo1.1 alternate haplotype	Scaffold	365699510	365694710	drRosRugo1	2	31	98.9771	99.0148	0.98521	1.02287	385858733	388245146	167184337	168218319	218674396	220026827	77.7274	96.6601	0.13477	0.13477
Rosa rugosa	drRosRugo1.1	Chromosome	417128682	416925882	drRosRugo1	2	31	98.9771	99.0148	0.98521	1.02287	385858733	388245146	167184337	168218319	218674396	220026827	77.7274	96.6601	0.13477	0.13477
Rosa spinosissima	drRosSpin1.hap1.1	Chromosome	816103378	816034778	drRosSpin1	4	31					407305003	409170730	218139649	219138873	189165354	190031857	82.4749	94.8312	0.103498	0.103498
Rosa spinosissima	drRosSpin1.hap2.1	Scaffold	796724610	796665010	drRosSpin1	4	31					407305003	409170730	218139649	219138873	189165354	190031857	82.4749	94.8312	0.103498	0.103498
Rubus caesius	drRubCaes1.hap1.1	Chromosome	628597231	628514631	drRubCaes1	4	31					336893159	338293965	181209963	181963436	155683197	156330529	81.0803	95.0079	0.131361	0.131361
Rubus caesius	drRubCaes1.hap2.1	Scaffold	633303376	633229376	drRubCaes1	4	31					336893159	338293965	181209963	181963436	155683197	156330529	81.0803	95.0079	0.131361	0.131361
Rubus idaeus	drRubIdae1.hap1.1	Chromosome	274190845	274169045	drRubIdae1	2	31	98.9617	98.9792	1.02085	1.03834	285550274	285981097	114380056	114552627	171170218	171428470	83.733	95.0653	0.169281	0.169281
Rubus idaeus	drRubIdae1.hap2.1	Scaffold	288222645	288198045	drRubIdae1	2	31	98.9617	98.9792	1.02085	1.03834	285550274	285981097	114380056	114552627	171170218	171428470	83.733	95.0653	0.169281	0.169281
Salicornia ramosissima	dcSalRamo1.1 alternate haplotype	Contig	7853370	7853370	dcSalRamo1	2	31	99.8607	99.9056	0.0943837	0.139315	576405668	579382120	250694175	251988713	325711493	327393407	77.8777	88.6632	0.118001	0.118001
Salicornia ramosissima	dcSalRamo1.1	Chromosome	529111255	529086655	dcSalRamo1	2	31	99.8607	99.9056	0.0943837	0.139315	576405668	579382120	250694175	251988713	325711493	327393407	77.8777	88.6632	0.118001	0.118001
Salix arbuscula	ddSalArbu1.1 alternate haplotype	Contig	303751740	303751740	ddSalArbu1	2	31	98.4906	98.5094	1.49061	1.50935	372509737	373175533	148542560	148808054	223967176	224367479	82.4146	96.6003	0.151175	0.151175
Salix arbuscula	ddSalArbu1.1	Chromosome	374109080	374082080	ddSalArbu1	2	31	98.4906	98.5094	1.49061	1.50935	372509737	373175533	148542560	148808054	223967176	224367479	82.4146	96.6003	0.151175	0.151175
Salix caprea	ddSalCapr1.1 alternate haplotype	Scaffold	373453066	373452666	ddSalCapr1	2	31	98.6797	98.6971	1.30294	1.32027	374042445	374685253	147794539	148048530	226247906	226636723	84.651	97.5249	0.181559	0.181559
Salix caprea	ddSalCapr1.1	Chromosome	389070326	389036126	ddSalCapr1	2	31	98.6797	98.6971	1.30294	1.32027	374042445	374685253	147794539	148048530	226247906	226636723	84.651	97.5249	0.181559	0.181559
Salix cinerea	ddSalCine1.hap1.1	Chromosome	386716079	386689079	ddSalCine1	4	31					326603951	327492689	107848488	108141960	218755463	219350729	89.9954	89.9954	0.181205	0.181205
Salix cinerea	ddSalCine1.hap2.1	Scaffold	1004230957	1004162557	ddSalCine1	4	31					326603951	327492689	107848488	108141960	218755463	219350729	89.9954	89.9954	0.181205	0.181205
Salix herbacea	ddSalHerb6.1 alternate haplotype	Scaffold	387358473	387326973	ddSalHerb5	2	31	98.35	98.3721	1.6279	1.64995	376962811	377820012	154727237	155079082	222235574	222740930	81.1798	97.0303	0.12552	0.12552
Salix herbacea	ddSalHerb6.1 alternate haplotype	Scaffold	387358473	387326973	ddSalHerb6	2	31	98.351	98.3743	1.62572	1.64896	399242450	400293923	176953848	177419886	222288602	222874037	79.5197	97.1466	0.128681	0.128681
Salix herbacea	ddSalHerb6.1	Chromosome	421427913	421418813	ddSalHerb5	2	31	98.35	98.3721	1.6279	1.64995	376962811	377820012	154727237	155079082	222235574	222740930	81.1798	97.0303	0.12552	0.12552
Salix herbacea	ddSalHerb6.1	Chromosome	421427913	421418813	ddSalHerb6	2	31	98.351	98.3743	1.62572	1.64896	399242450	400293923	176953848	177419886	222288602	222874037	79.5197	97.1466	0.128681	0.128681
Salix repens	ddSalRepe1.hap1.1	Chromosome	349326274	349264074	ddSalRepe1	2	31	97.6982	97.7217	2.27831	2.30184	345347068	346006638	126120062	126360935	219227007	219645702	83.3573	96.2484	0.256276	0.256276
Salix repens	ddSalRepe1.hap2.1	Chromosome	363734021	363666621	ddSalRepe1	2	31	97.6982	97.7217	2.27831	2.30184	345347068	346006638	126120062	126360935	219227007	219645702	83.3573	96.2484	0.256276	0.256276
Salix reticulata	ddSalReti1.hap1.1	Chromosome	396193108	396165108	ddSalReti1	2	31	99.2627	99.2919	0.708143	0.737305	462131434	463352591	232896892	233512309	229234542	229840281	81.0441	90.3227	0.106901	0.106901
Salix reticulata	ddSalReti1.hap2.1	Scaffold	393952194	393926594	ddSalReti1	2	31	99.2627	99.2919	0.708143	0.737305	462131434	463352591	232896892	233512309	229234542	229840281	81.0441	90.3227	0.106901	0.106901
Salix viminalis	ddSalVimi1.hap1.1	Chromosome	303328504	303194104	ddSalVimi1	2	31	98.6323	98.6611	1.33891	1.36768	303321017	305063463	100212965	100788645	203108052	204274818	85.6241	96.2433	0.131512	0.131512
Salix viminalis	ddSalVimi1.hap2.1	Chromosome	302872654	302743854	ddSalVimi1	2	31	98.6323	98.6611	1.33891	1.36768	303321017	305063463	100212965	100788645	203108052	204274818	85.6241	96.2433	0.131512	0.131512
Sambucus nigra	daSamNigr1.1 alternate haplotype	Scaffold	10747735503	10747728903	daSamNigr1	2	31	99.1202	99.1702	0.829824	0.879814	12069606366	12140509267	6333023524	6370226870	5736582841	5770282397	72.2673	98.3868	0.110044	0.110044
Sambucus nigra	daSamNigr1.1	Chromosome	11813712848	11813490848	daSamNigr1	2	31	99.1202	99.1702	0.829824	0.879814	12069606366	12140509267	6333023524	6370226870	5736582841	5770282397	72.2673	98.3868	0.110044	0.110044
Samolus valerandi	ddSamVale1.1 alternate haplotype	Contig	58973378	58973378	ddSamVale1	4	31					285277393	285692602	106562670	106717767	178714724	178974835	86.5934	90.9703	0.371159	0.371159
Samolus valerandi	ddSamVale1.1	Chromosome	503532062	503485662	ddSamVale1	4	31					285277393	285692602	106562670	106717767	178714724	178974835	86.5934	90.9703	0.371159	0.371159
Saxifraga aizoides	drSaxAizo1.hap1.1	Chromosome	1445080489	1444867889	drSaxAizo1	2	31	98.6471	98.7119	1.28805	1.35286	1737322090	1753435286	1104854469	1115101697	632467622	638333589	69.6452	98.0219	0.0854217	0.0854217
Saxifraga aizoides	drSaxAizo1.hap2.1	Scaffold	1438942786	1438723786	drSaxAizo1	2	31	98.6471	98.7119	1.28805	1.35286	1737322090	1753435286	1104854469	1115101697	632467622	638333589	69.6452	98.0219	0.0854217	0.0854217
Scapania compacta	cjScaComp1.1	Chromosome	314118723	314102523	cjScaComp1	2	31	21.8879	100	0	78.1121	182879544	183520509	46407883	46570536	136471661	136949974	83.6942	89.2999	1.05661	1.05661
Scapania gracilis	cjScaGrac1.1	Chromosome	314071455	314056555	cjScaGrac1	2	31	94.9103	95.0472	4.9528	5.08972	223074155	223842852	82160687	82443807	140913468	141399045	84.3568	96.9052	1.95572	1.95572
Scapania ornithopodioides	cjScaOrni3.1	Chromosome	929845968	929805268	cjScaOrni3	2	31	81.2938	100	0	18.7062	424389080	432326120	228486946	232760171	195902134	199565949	59.2895	83.6613	0.809291	0.809291
Schistidium strictum	cbSchStri1.1	Chromosome	246327730	246248530	cbSchStri1	1	31					225295155	225674580	55297200	55390328	169997955	170284253	87.8496	95.911	1.44854	1.44854
Schoenoplectus lacustris	lpSchLacu1.1	Chromosome	480864828	480809628	lpSchLacu1	2	31	96.9973	97.0516	2.94844	3.00273	495180097	498718904	168107139	169308518	327072958	329410386	84.201	97.732	0.246568	0.246568
Schoenoplectus lacustris	lpSchLacu1.1 alternate haplotype	Scaffold	484984831	484984231	lpSchLacu1	2	31	96.9973	97.0516	2.94844	3.00273	495180097	498718904	168107139	169308518	327072958	329410386	84.201	97.732	0.246568	0.246568
Schoenoplectus tabernaemontani	lpSchTabe1.hap1.1	Chromosome	551145606	550881406	lpSchTabe1	4	31					356828178	360691298	117961541	119238625	238866636	241452673	80.0802	88.6467	0.105194	0.105194
Schoenoplectus tabernaemontani	lpSchTabe1.hap2.1	Scaffold	539555160	539323560	lpSchTabe1	4	31					356828178	360691298	117961541	119238625	238866636	241452673	80.0802	88.6467	0.105194	0.105194
Schoenoplectus triqueter	lpSchTriq1.1	Chromosome	580257001	580202401	lpSchTriq1	2	31	99.8936	99.9137	0.0863106	0.106378	591032730	591928310	223390263	223728762	367642467	368199549	81.7263	98.228	0.141361	0.141361
Schoenoplectus triqueter	lpSchTriq1.1 alternate haplotype	Contig	84621132	84621132	lpSchTriq1	2	31	99.8936	99.9137	0.0863106	0.106378	591032730	591928310	223390263	223728762	367642467	368199549	81.7263	98.228	0.141361	0.141361
Schoenus nigricans	lpSchNigr1.hap2.1	Scaffold	771983392	771937192	lpSchNigr1	2	31	99.0901	99.1171	0.882943	0.909931	848013906	849908718	498386303	499499903	349627603	350408814	80.5077	93.5928	0.0866067	0.0866067
Schoenus nigricans	lpSchNigr1.hap1.1	Chromosome	777872366	777827766	lpSchNigr1	2	31	99.0901	99.1171	0.882943	0.909931	848013906	849908718	498386303	499499903	349627603	350408814	80.5077	93.5928	0.0866067	0.0866067
Scirpus sylvaticus	lpSciSylv1.hap1.1	Chromosome	320827370	320789570	lpSciSylv1	2	31	99.8639	99.8885	0.111457	0.136103	351137835	351824172	110650473	110866751	240487362	240957421	81.6292	95.8011	0.127679	0.127679
Scirpus sylvaticus	lpSciSylv1.hap1.2	Chromosome	320827370	320789570	lpSciSylv1	2	31	99.8639	99.8885	0.111457	0.136103	351137835	351824172	110650473	110866751	240487362	240957421	81.6292	95.8011	0.127679	0.127679
Scirpus sylvaticus	lpSciSylv1.hap2.1	Scaffold	314722181	314694981	lpSciSylv1	2	31	99.8639	99.8885	0.111457	0.136103	351137835	351824172	110650473	110866751	240487362	240957421	81.6292	95.8011	0.127679	0.127679
Scirpus sylvaticus	lpSciSylv1.hap2.2	Scaffold	314722181	314694981	lpSciSylv1	2	31	99.8639	99.8885	0.111457	0.136103	351137835	351824172	110650473	110866751	240487362	240957421	81.6292	95.8011	0.127679	0.127679
Scutellaria galericulata	daScuGale1.1 alternate haplotype	Contig	12118684	12118684	daScuGale1	2	31	99.968	100	0	0.032031	397406669	398435340	172778402	173225632	224628267	225209708	83.2056	96.9962	0.115201	0.115201
Scutellaria galericulata	daScuGale1.1	Chromosome	327661284	327655884	daScuGale1	2	31	99.968	100	0	0.032031	397406669	398435340	172778402	173225632	224628267	225209708	83.2056	96.9962	0.115201	0.115201
Scutellaria minor	daScuMino1.1 alternate haplotype	Contig	3723434	3723434	daScuMino1	2	31	99.9395	99.958	0.0420123	0.060522	378377424	378931120	132811285	133005634	245566139	245925486	84.2925	96.4004	0.181348	0.181348
Scutellaria minor	daScuMino1.1	Chromosome	341752472	341751272	daScuMino1	2	31	99.9395	99.958	0.0420123	0.060522	378377424	378931120	132811285	133005634	245566139	245925486	84.2925	96.4004	0.181348	0.181348
Sedum acre	drSedAcre1.hap1.1	Chromosome	643032966	642970566	drSedAcre1	4	31					583925283	587488024	287083490	288835091	296841793	298652933	82.7505	95.0663	0.0928405	0.0928405
Sedum acre	drSedAcre1.hap2.1	Chromosome	666176718	666097518	drSedAcre1	4	31					583925283	587488024	287083490	288835091	296841793	298652933	82.7505	95.0663	0.0928405	0.0928405
Senecio squalidus	dSenSqu2.1 alternate haplotype	Scaffold	161158903	161158873	daSenSqul1	2	31	98.5935	98.6401	1.35992	1.4065	588775356	592866637	363085574	365608582	225689782	227258055	75.7466	94.6591	0.130432	0.130432
Senecio squalidus	dSenSqu2.1	Scaffold	652011524	651392301	daSenSqul1	2	31	98.5935	98.6401	1.35992	1.4065	588775356	592866637	363085574	365608582	225689782	227258055	75.7466	94.6591	0.130432	0.130432
Senecio sylvaticus	daSenSylv1.hap1.1	Chromosome	1815561282	1815496982	daSenSylv1	4	31					928745408	933338019	504125405	506618286	424620004	426719733	73.5299	92.8993	0.090476	0.090476
Senecio sylvaticus	daSenSylv1.hap2.1	Chromosome	1770530336	1770465936	daSenSylv1	4	31					928745408	933338019	504125405	506618286	424620004	426719733	73.5299	92.8993	0.090476	0.090476
Senecio viscosus	daSenVisc1.hap1.1	Chromosome	2015832850	2015645250	daSenVisc1	2	31	85.6839	99.8532	0.146805	14.3161	1053045086	1056659762	635665317	637847298	417379769	418812464	68.682	88.5724	0.117323	0.117323
Senecio viscosus	daSenVisc1.hap2.1	Scaffold	1989935405	1989766205	daSenVisc1	2	31	85.6839	99.8532	0.146805	14.3161	1053045086	1056659762	635665317	637847298	417379769	418812464	68.682	88.5724	0.117323	0.117323
Sherardia arvensis	daSheArve1.1 alternate haplotype	Contig	7823536	7823536	daSheArve1	2	31	99.8309	99.8614	0.138646	0.169088	466926632	468283667	197534080	198108176	269392551	270175491	78.5316	93.8312	0.111143	0.111143
Sherardia arvensis	daSheArve1.1	Chromosome	440939310	440934910	daSheArve1	2	31	99.8309	99.8614	0.138646	0.169088	466926632	468283667	197534080	198108176	269392551	270175491	78.5316	93.8312	0.111143	0.111143
Solanum dulcamara	daSolDulc1.1 alternate haplotype	Contig	936725992	936725992	daSolDulc1	2	31	99.4046	99.436	0.564032	0.595426	1089089377	1091985808	437039068	438201372	652050309	653784436	83.1532	97.7881	0.16559	0.16559
Solanum dulcamara	daSolDulc1.1	Chromosome	946374739	946360839	daSolDulc1	2	31	99.4046	99.436	0.564032	0.595426	1089089377	1091985808	437039068	438201372	652050309	653784436	83.1532	97.7881	0.16559	0.16559
Solanum dulcamara	daSolDulc1.2 alternate haplotype	Contig	936850355	936850355	daSolDulc1	2	31	99.4046	99.436	0.564032	0.595426	1089089377	1091985808	437039068	438201372	652050309	653784436	83.1532	97.7881	0.16559	0.16559
Solanum dulcamara	daSolDulc1.2	Chromosome	946304905	946291005	daSolDulc1	2	31	99.4046	99.436	0.564032	0.595426	1089089377	1091985808	437039068	438201372	652050309	653784436	83.1532	97.7881	0.16559	0.16559
Solanum nigrum	daSolNigr1.hap1.1	Chromosome	2975022173	2974898358	daSolNigr1	2	31	93.2358	95.8994	4.10059	6.76424	1635439712	1644894483	1079944335	1086187688	555495376	558706795	65.7061	84.9033	0.0915524	0.0915524
Solanum nigrum	daSolNigr1.hap2.1	Scaffold	2885421000	2885310985	daSolNigr1	2	31	93.2358	95.8994	4.10059	6.76424	1635439712	1644894483	1079944335	1086187688	555495376	558706795	65.7061	84.9033	0.0915524	0.0915524
Solidago canadensis	daSolCann1.hap1.1	Chromosome	812059780	811975580	daSolCann1	4	31					818333055	826791707	473202913	478094148	345130142	348697559	75.0735	95.9065	0.10062	0.10062
Solidago canadensis	daSolCann1.hap2.1	Scaffold	2462234288	2461959688	daSolCann1	4	31					818333055	826791707	473202913	478094148	345130142	348697559	75.0735	95.9065	0.10062	0.10062
Sparganium emersum	lpSpaEmer1.hap2.1	Scaffold	506263371	506215771	lpSpaEmer1	2	31	99.6595	99.6856	0.314427	0.340494	502182590	503443108	194428393	194916423	307754197	308526684	81.9403	98.0606	0.0823088	0.0823088
Sparganium emersum	lpSpaEmer1.hap2.2	Scaffold	506263371	506215771	lpSpaEmer1	2	31	99.6595	99.6856	0.314427	0.340494	502182590	503443108	194428393	194916423	307754197	308526684	81.9403	98.0606	0.0823088	0.0823088
Sparganium emersum	lpSpaEmer1.hap1.1	Chromosome	501115767	501065967	lpSpaEmer1	2	31	99.6595	99.6856	0.314427	0.340494	502182590	503443108	194428393	194916423	307754197	308526684	81.9403	98.0606	0.0823088	0.0823088
Sparganium emersum	lpSpaEmer1.hap1.2	Chromosome	501115767	501065967	lpSpaEmer1	2	31	99.6595	99.6856	0.314427	0.340494	502182590	503443108	194428393	194916423	307754197	308526684	81.9403	98.0606	0.0823088	0.0823088
